STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,SOCIO_ECON_STATUS,Socio-economic status,DEATH_CAUSE,Cause of death,CALC_METHODOLOGY,Calculation methodology,GESTATION_THRESHOLD,Gestation period threshold,HEALTH_STATUS,Health status,DISEASE,Disease,CANCER_SITE,Cancer site,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,79.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,79.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,80.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,80.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,80.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,80.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,81.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,81.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,81.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,81.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,82.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,82.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,82.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,82.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,82.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,82.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,82.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,82.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,82.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ISR,Israel,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,82.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,79.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,80.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,80.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,80.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,80.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,80.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,81.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,81.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,81.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,81.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,82.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,82.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,82.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,82.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,83.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,82.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,83.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,83.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,83.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,83.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,82.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,82.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,ITA,Italy,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,82.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,76,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,76.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,76.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,77.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,77.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,78.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,78.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,79.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,79.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,80,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,80.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,80.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,80.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,81.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,81.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,82.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,82.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,82.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,82.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,83.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,83.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,83.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,KOR,Korea,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,82.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,LVA,Latvia,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,70.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,LVA,Latvia,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,70.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,LVA,Latvia,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,70.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,LVA,Latvia,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,70.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,LVA,Latvia,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,70.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_LE(1.0),Life expectancy,I,LVA,Latvia,A,Annual,LFEXP,Life expectancy,Y,Years,Y0,0 years,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,70.8,,,,,,,,,,,
